id,device_id,manufacturer,event_type,longitude,latitude,iot_signal_1,iot_signal_3,iot_signal_4,cell_tower_failure
1467,0x1000000000024,NewComm,device error,-83.290886,51.65261,1,54,105,0
1468,0x1000000000000,NewComm,device error,-83.46587,51.63453,4,51,102,0
1469,0x100000000000a,MyCellular,device error,-83.081314,51.74378,7,50,101,0
1470,0x1000000000018,NewComm,battery 10%,-83.61296,51.943657,5,55,103,1
1471,0x1000000000000,NewComm,battery 5%,-83.51933,51.942368,9,52,103,0
1472,0x1000000000008,TelecomWorld,battery 10%,-83.5885,51.70856,2,53,106,0
1473,0x100000000001c,MyCellular,system malfunction,-82.800026,51.655922,1,51,106,0
1474,0x1000000000019,MyCellular,system malfunction,-83.451294,51.68262,1,51,107,0
1475,0x1000000000018,NewComm,device error,-83.51019,52.087547,7,51,107,0
1476,0x100000000000c,NewComm,battery 10%,-83.59581,51.7241,4,54,103,0
1477,0x1000000000002,TelecomWorld,system malfunction,-83.5205,51.93074,2,54,102,0
1478,0x1000000000019,MyCellular,system malfunction,-83.61465,52.021687,1,52,106,0
1479,0x100000000001d,TelecomWorld,battery 10%,-83.08406,51.743347,3,53,105,0
1480,0x1000000000006,NewComm,battery 5%,-83.558815,51.99028,7,52,104,1
1481,0x100000000001f,MyCellular,battery 10%,-83.26748,51.77805,7,51,102,0
1482,0x1000000000019,MyCellular,battery 10%,-83.471436,52.334732,6,54,107,0
1483,0x1000000000017,TelecomWorld,device error,-83.626564,51.770588,4,52,100,0
1484,0x1000000000008,TelecomWorld,battery 5%,-83.53762,51.73074,4,54,105,0
1485,0x1000000000019,MyCellular,battery 5%,-83.58584,52.219208,7,54,104,0
1486,0x100000000000e,TelecomWorld,battery 5%,-83.582275,51.78728,1,50,106,0
1487,0x1000000000023,TelecomWorld,battery 5%,-83.54525,51.95102,8,54,103,0
1488,0x100000000000e,TelecomWorld,device error,-83.38366,51.761036,4,50,100,0
1489,0x1000000000023,TelecomWorld,battery 10%,-83.5488,52.048855,10,54,107,0
1490,0x1000000000008,TelecomWorld,device error,-83.54688,51.616283,1,52,102,0
1491,0x1000000000001,MyCellular,device error,-83.62103,52.332283,4,53,105,0
1492,0x1000000000012,NewComm,battery 5%,-83.15345,51.609024,9,52,101,0
1493,0x100000000000b,TelecomWorld,system malfunction,-82.6747,52.09739,5,52,101,0
1494,0x100000000000f,NewComm,device error,-83.60243,51.637875,2,51,105,0
1495,0x1000000000023,TelecomWorld,device error,-83.11727,51.61223,1,50,101,0
1496,0x1000000000004,MyCellular,device error,-82.95218,51.60947,9,54,104,0
1497,0x1000000000022,MyCellular,battery 5%,-83.49837,51.977245,8,52,107,0
1498,0x100000000000b,TelecomWorld,system malfunction,-83.19032,51.674423,2,55,104,0
1499,0x1000000000016,MyCellular,battery 5%,-83.56119,52.22144,10,51,106,0
1500,0x1000000000007,MyCellular,device error,-83.411125,51.75314,7,51,105,0
1501,0x1000000000001,MyCellular,system malfunction,-82.66729,51.607685,6,51,104,0
1502,0x1000000000016,MyCellular,device error,-83.22031,51.728687,5,53,102,0
1503,0x1000000000014,TelecomWorld,battery 10%,-83.37164,52.00173,3,51,104,0
1504,0x1000000000024,NewComm,battery 5%,-83.57903,52.149254,3,53,106,0
1505,0x100000000000a,MyCellular,device error,-83.59784,52.235336,5,50,105,0
1506,0x100000000001e,NewComm,battery 10%,-82.84756,51.684196,3,52,105,0
1507,0x1000000000001,MyCellular,battery 5%,-83.36635,51.705593,10,52,102,0
1508,0x1000000000009,NewComm,battery 5%,-83.36608,52.055267,10,55,100,0
1509,0x1000000000008,TelecomWorld,device error,-83.38735,51.632526,4,52,105,0
1510,0x1000000000005,TelecomWorld,system malfunction,-83.55584,51.63628,4,50,105,1
1511,0x1000000000021,NewComm,device error,-83.48322,52.122276,7,54,102,0
1512,0x100000000000f,NewComm,device error,-83.57549,51.80425,7,52,101,0
1513,0x1000000000003,NewComm,device error,-83.13026,51.597134,9,52,105,1
1514,0x1000000000006,NewComm,battery 5%,-83.43669,52.38655,3,55,107,0
1515,0x1000000000008,TelecomWorld,system malfunction,-83.39716,51.61066,4,55,101,0
1516,0x1000000000023,TelecomWorld,battery 5%,-83.3133,52.043728,8,53,102,0
1517,0x1000000000019,MyCellular,system malfunction,-83.46257,51.967007,2,50,102,0
1518,0x1000000000011,TelecomWorld,battery 5%,-83.52111,51.59776,3,50,107,0
1519,0x100000000000b,TelecomWorld,device error,-82.841675,51.727665,3,53,107,0
1520,0x100000000001b,NewComm,device error,-83.3476,51.895054,2,51,103,0
1521,0x1000000000012,NewComm,device error,-83.10972,51.607525,6,51,107,0
1522,0x1000000000005,TelecomWorld,device error,-83.467735,51.61081,10,55,101,0
1523,0x1000000000004,MyCellular,battery 5%,-83.32303,51.790993,5,52,105,0
1524,0x1000000000006,NewComm,system malfunction,-83.53492,51.6805,2,50,105,1
1525,0x100000000001e,NewComm,system malfunction,-83.62636,51.73325,3,51,104,0
1526,0x100000000001a,TelecomWorld,battery 10%,-83.49773,51.698776,1,51,100,0
1527,0x1000000000003,NewComm,battery 5%,-82.72541,52.40612,4,50,106,0
1528,0x1000000000013,MyCellular,system malfunction,-83.32985,51.870476,8,52,107,0
1529,0x1000000000006,NewComm,battery 10%,-83.611465,52.077854,8,53,105,0
1530,0x1000000000018,NewComm,system malfunction,-83.544464,51.638737,8,51,105,0
1531,0x1000000000026,TelecomWorld,battery 5%,-83.41287,51.61132,8,54,103,0
1532,0x1000000000009,NewComm,battery 5%,-83.61284,52.27622,2,51,104,0
1533,0x1000000000020,TelecomWorld,device error,-83.56828,52.448708,8,53,104,0
1534,0x1000000000014,TelecomWorld,battery 5%,-83.18852,51.84008,2,52,105,1
1535,0x1000000000018,NewComm,device error,-83.55478,52.228424,2,52,105,0
1536,0x1000000000012,NewComm,system malfunction,-83.61015,51.864803,8,55,106,0
1537,0x1000000000001,MyCellular,device error,-83.57125,52.03851,6,53,102,0
1538,0x100000000001f,MyCellular,system malfunction,-83.52213,51.93918,3,53,101,0
1539,0x1000000000007,MyCellular,system malfunction,-83.31435,51.824677,3,53,101,0
1540,0x100000000001f,MyCellular,battery 5%,-83.57222,51.923878,1,52,102,0
1541,0x1000000000011,TelecomWorld,system malfunction,-83.49873,52.14353,8,52,106,1
1542,0x100000000000a,MyCellular,battery 5%,-83.46878,51.73347,8,51,102,0
1543,0x100000000001d,TelecomWorld,system malfunction,-83.62526,51.75347,6,55,104,0
1544,0x1000000000011,TelecomWorld,system malfunction,-83.31012,51.752884,4,52,101,0
1545,0x1000000000013,MyCellular,battery 10%,-82.98321,51.652317,2,52,101,0
1546,0x1000000000022,MyCellular,battery 5%,-83.45417,52.228355,8,55,100,1
1547,0x100000000000b,TelecomWorld,device error,-83.57517,51.654232,4,51,103,0
1548,0x1000000000003,NewComm,device error,-83.613846,51.71735,5,55,105,0
1549,0x1000000000008,TelecomWorld,device error,-83.51631,51.61241,9,53,106,0
1550,0x100000000000d,MyCellular,battery 10%,-83.45026,51.616405,10,54,102,0
1551,0x1000000000013,MyCellular,battery 5%,-83.201645,51.753216,4,54,105,0
1552,0x1000000000015,NewComm,battery 5%,-83.56285,51.65694,8,55,105,0
1553,0x1000000000003,NewComm,battery 5%,-83.61777,52.088623,9,52,105,0
1554,0x1000000000007,MyCellular,battery 5%,-83.2285,51.83316,8,54,101,0
1555,0x1000000000007,MyCellular,device error,-83.087036,51.70353,6,54,101,0
1556,0x100000000001b,NewComm,device error,-83.154106,51.954975,7,53,103,0
1557,0x100000000001e,NewComm,battery 5%,-83.57563,51.7175,2,50,100,1
1558,0x1000000000023,TelecomWorld,device error,-83.6257,52.224884,2,51,104,0
1559,0x100000000000c,NewComm,device error,-83.48162,51.652245,3,53,106,0
1560,0x1000000000016,MyCellular,device error,-83.47909,51.692543,4,52,101,0
1561,0x100000000001d,TelecomWorld,device error,-83.56437,51.59529,8,54,107,0
1562,0x1000000000025,MyCellular,system malfunction,-83.39608,51.607628,10,50,101,0
1563,0x100000000000d,MyCellular,device error,-83.21814,51.607357,10,54,106,0
1564,0x1000000000001,MyCellular,battery 10%,-83.27357,51.798958,10,53,101,0
1565,0x100000000000f,NewComm,device error,-83.41964,51.949425,5,50,104,1
1566,0x1000000000027,NewComm,battery 5%,-83.1792,52.29019,8,51,104,1
1567,0x100000000001e,NewComm,battery 10%,-83.485344,51.86313,8,50,105,0
1568,0x100000000000f,NewComm,battery 5%,-83.60067,51.67594,10,50,103,0
1569,0x100000000000f,NewComm,device error,-83.48483,51.921818,5,52,106,0
1570,0x1000000000002,TelecomWorld,system malfunction,-83.61756,51.72753,4,51,106,0
1571,0x1000000000001,MyCellular,system malfunction,-83.62622,51.668304,2,50,104,0
1572,0x100000000000a,MyCellular,system malfunction,-83.5976,52.19139,2,53,104,0
1573,0x100000000000b,TelecomWorld,battery 10%,-83.52108,51.903522,2,54,102,0
1574,0x100000000000e,TelecomWorld,system malfunction,-83.00399,51.88829,4,51,106,0
1575,0x1000000000007,MyCellular,battery 5%,-83.56278,51.60415,6,52,104,0
1576,0x100000000000f,NewComm,battery 5%,-83.303,51.658077,7,52,104,0
1577,0x1000000000027,NewComm,system malfunction,-83.29393,52.224968,9,53,105,0
1578,0x1000000000016,MyCellular,device error,-83.60545,51.603558,9,53,101,0
1579,0x1000000000026,TelecomWorld,device error,-83.550446,51.729256,10,54,106,0
1580,0x1000000000019,MyCellular,system malfunction,-83.541954,51.910564,9,51,103,1
1581,0x1000000000015,NewComm,battery 5%,-83.44794,51.72635,3,52,102,0
1582,0x100000000001e,NewComm,system malfunction,-83.48412,51.93934,7,52,107,0
1583,0x1000000000021,NewComm,device error,-83.20666,51.978695,10,51,101,0
1584,0x1000000000009,NewComm,device error,-83.4633,52.483887,7,51,103,0
1585,0x1000000000003,NewComm,system malfunction,-83.13629,52.252922,9,53,102,0
1586,0x1000000000017,TelecomWorld,battery 5%,-83.580345,51.940056,2,52,103,0
1587,0x1000000000023,TelecomWorld,battery 5%,-83.079094,51.68709,4,54,107,0
1588,0x100000000000f,NewComm,device error,-83.44765,51.661346,2,52,104,0
1589,0x100000000001b,NewComm,battery 5%,-83.54025,51.625065,9,53,101,0
1590,0x1000000000023,TelecomWorld,system malfunction,-83.51683,51.888844,2,55,100,1
1591,0x1000000000012,NewComm,battery 5%,-83.07563,51.96542,6,52,103,0
1592,0x100000000000e,TelecomWorld,device error,-83.57586,51.81523,7,51,106,0
1593,0x1000000000008,TelecomWorld,battery 5%,-83.28154,52.47579,8,54,100,1
1594,0x1000000000020,TelecomWorld,battery 5%,-83.57507,51.848507,3,51,104,0
1595,0x100000000001e,NewComm,device error,-83.34097,51.60384,6,52,106,0
1596,0x1000000000009,NewComm,battery 5%,-83.44565,51.61191,1,54,103,0
1597,0x1000000000007,MyCellular,battery 5%,-83.13388,52.26343,1,55,102,0
1598,0x1000000000018,NewComm,device error,-83.53318,51.885735,3,50,104,1
1599,0x1000000000026,TelecomWorld,battery 5%,-83.53399,52.16009,2,53,107,0
1600,0x100000000000a,MyCellular,device error,-83.27209,51.628162,7,53,104,0
1601,0x1000000000009,NewComm,battery 10%,-83.13837,51.61903,5,51,103,0
1602,0x100000000001a,TelecomWorld,device error,-83.42267,51.624863,1,53,101,0
1603,0x1000000000004,MyCellular,device error,-83.40112,51.855072,7,50,105,0
1604,0x100000000000b,TelecomWorld,system malfunction,-83.28174,51.896175,5,54,102,1
1605,0x1000000000014,TelecomWorld,battery 5%,-83.337524,51.613815,9,54,105,0
1606,0x100000000000d,MyCellular,system malfunction,-83.524055,52.321598,3,54,105,0
1607,0x1000000000004,MyCellular,battery 5%,-83.58022,51.74867,3,51,105,0
1608,0x1000000000004,MyCellular,system malfunction,-83.47003,51.69807,8,53,103,0
1609,0x1000000000007,MyCellular,device error,-83.28004,51.888622,8,50,102,0
1610,0x1000000000009,NewComm,system malfunction,-83.529526,51.651485,3,53,102,0
1611,0x1000000000024,NewComm,system malfunction,-83.48475,52.264347,8,50,107,0
1612,0x1000000000012,NewComm,device error,-83.27133,51.858677,7,55,104,0
1613,0x1000000000000,NewComm,battery 10%,-82.76413,51.727905,5,55,105,1
1614,0x100000000001a,TelecomWorld,device error,-83.6286,51.84321,7,52,104,0
1615,0x1000000000026,TelecomWorld,battery 5%,-83.47134,52.06765,2,54,100,0
1616,0x1000000000011,TelecomWorld,device error,-83.42165,51.9466,2,50,104,1
1617,0x1000000000011,TelecomWorld,battery 10%,-83.43413,51.913273,7,50,105,0
1618,0x100000000000e,TelecomWorld,battery 5%,-83.28887,52.31241,2,51,101,0
1619,0x1000000000005,TelecomWorld,device error,-83.03971,51.643227,2,54,101,0
1620,0x100000000000c,NewComm,system malfunction,-83.45378,51.814133,1,54,103,1
1621,0x1000000000007,MyCellular,system malfunction,-83.37017,51.772713,5,52,102,0
1622,0x1000000000005,TelecomWorld,battery 5%,-83.578766,51.945976,8,52,104,0
1623,0x1000000000027,NewComm,battery 5%,-83.54733,51.64596,3,54,104,0
1624,0x1000000000024,NewComm,battery 5%,-83.581375,52.217,8,51,101,0
1625,0x100000000001c,MyCellular,system malfunction,-83.6054,52.199333,10,51,103,0
1626,0x100000000000c,NewComm,system malfunction,-83.33089,51.915123,8,53,102,0
1627,0x1000000000021,NewComm,battery 5%,-83.065094,51.836163,5,53,103,1
1628,0x1000000000026,TelecomWorld,device error,-83.5903,51.649815,8,53,102,0
1629,0x100000000001f,MyCellular,device error,-83.04612,52.257965,2,53,102,0
1630,0x100000000000e,TelecomWorld,battery 10%,-83.5283,51.602776,6,51,102,0
1631,0x1000000000016,MyCellular,battery 10%,-83.28298,52.079105,8,51,104,0
1632,0x1000000000015,NewComm,device error,-83.42746,51.81497,9,53,101,0
1633,0x1000000000001,MyCellular,battery 5%,-83.507645,51.99882,9,55,101,0
1634,0x1000000000017,TelecomWorld,device error,-83.368195,51.7085,5,54,104,0
1635,0x1000000000004,MyCellular,battery 10%,-83.530396,51.60008,10,51,103,0
1636,0x1000000000026,TelecomWorld,battery 5%,-83.363625,51.683365,1,54,105,0
1637,0x1000000000005,TelecomWorld,system malfunction,-83.56901,51.945763,3,52,102,0
1638,0x100000000000a,MyCellular,device error,-83.18973,52.305645,9,54,102,0
1639,0x1000000000002,TelecomWorld,device error,-83.49321,51.61159,5,50,104,0
1640,0x1000000000009,NewComm,battery 5%,-83.44129,51.845264,4,51,105,0
1641,0x1000000000007,MyCellular,device error,-83.10245,51.61415,6,52,101,0
1642,0x1000000000020,TelecomWorld,battery 5%,-83.39284,51.820038,8,51,107,0
1643,0x1000000000020,TelecomWorld,device error,-83.51956,52.159748,5,51,104,0
1644,0x100000000000f,NewComm,battery 10%,-83.60549,51.728855,9,51,105,0
1645,0x1000000000022,MyCellular,battery 10%,-83.41607,52.068256,4,52,101,0
1646,0x1000000000019,MyCellular,device error,-83.42035,51.91335,9,52,107,0
1647,0x1000000000011,TelecomWorld,battery 10%,-83.14057,52.270893,6,52,102,1
1648,0x100000000001c,MyCellular,system malfunction,-83.61872,51.636597,10,54,106,0
1649,0x1000000000019,MyCellular,system malfunction,-83.57714,51.653744,1,51,107,0
1650,0x1000000000018,NewComm,battery 10%,-83.16961,51.809826,2,54,105,0
1651,0x1000000000012,NewComm,system malfunction,-83.6077,51.595867,7,51,101,0
1652,0x1000000000010,MyCellular,battery 10%,-83.59404,51.670067,5,53,104,0
1653,0x1000000000027,NewComm,device error,-82.899574,51.650875,3,51,103,0
1654,0x100000000001b,NewComm,battery 10%,-83.625046,51.608444,9,51,105,0
1655,0x1000000000017,TelecomWorld,device error,-83.53311,51.663704,2,51,102,0
1656,0x1000000000023,TelecomWorld,system malfunction,-83.31276,51.801846,6,50,101,0
1657,0x1000000000006,NewComm,device error,-83.568504,52.36311,7,51,106,0
1658,0x1000000000024,NewComm,device error,-83.38898,51.79858,4,55,105,1
1659,0x100000000000e,TelecomWorld,device error,-83.34131,51.85212,8,55,105,0
1660,0x100000000000d,MyCellular,battery 5%,-83.62059,51.65615,1,51,106,0
1661,0x1000000000022,MyCellular,device error,-83.46706,51.608974,1,55,106,1
1662,0x1000000000013,MyCellular,device error,-83.44147,51.60061,1,53,107,0
1663,0x1000000000008,TelecomWorld,device error,-82.97258,51.60124,2,51,102,0
1664,0x1000000000002,TelecomWorld,system malfunction,-83.3459,51.6258,7,55,106,1
1665,0x1000000000004,MyCellular,device error,-83.61365,51.822716,4,55,101,0
1666,0x1000000000008,TelecomWorld,device error,-83.40856,51.62678,6,54,101,0
1667,0x1000000000012,NewComm,device error,-82.82356,51.654613,5,53,107,0
1668,0x1000000000016,MyCellular,battery 5%,-83.575874,51.878986,2,54,101,0
1669,0x1000000000001,MyCellular,system malfunction,-83.17148,52.536255,9,54,102,0
1670,0x100000000000f,NewComm,device error,-83.606804,52.204803,8,55,107,0
1671,0x1000000000014,TelecomWorld,system malfunction,-82.87429,52.192795,5,51,102,0
1672,0x1000000000014,TelecomWorld,battery 10%,-83.409454,51.97819,9,51,105,0
1673,0x1000000000012,NewComm,device error,-83.41607,52.07953,3,52,101,0
1674,0x1000000000020,TelecomWorld,battery 5%,-83.31333,51.81191,3,55,103,0
1675,0x1000000000013,MyCellular,device error,-83.581085,51.716846,5,54,104,0
1676,0x100000000000d,MyCellular,battery 5%,-83.16031,51.646156,3,53,103,0
1677,0x100000000001a,TelecomWorld,battery 5%,-83.10997,51.600063,5,53,106,0
1678,0x1000000000013,MyCellular,battery 5%,-83.49667,51.653378,2,52,100,0
1679,0x1000000000008,TelecomWorld,device error,-83.08475,51.668972,8,55,105,0
1680,0x1000000000027,NewComm,battery 5%,-83.46336,51.81653,4,53,106,1
1681,0x100000000000d,MyCellular,system malfunction,-82.8824,52.04977,2,54,103,0
1682,0x100000000001d,TelecomWorld,system malfunction,-83.3283,52.036232,3,53,105,0
1683,0x1000000000008,TelecomWorld,device error,-83.334206,52.000355,2,55,102,0
1684,0x1000000000016,MyCellular,device error,-83.17739,51.637722,6,52,101,0
1685,0x1000000000003,NewComm,battery 5%,-83.38922,52.043953,7,51,104,0
1686,0x100000000000b,TelecomWorld,battery 5%,-82.951744,51.657818,5,54,101,0
1687,0x100000000000f,NewComm,device error,-83.206924,51.604225,2,52,101,0
1688,0x1000000000015,NewComm,battery 5%,-83.0609,51.61782,4,52,101,0
1689,0x100000000000a,MyCellular,battery 5%,-83.574974,51.833214,3,53,100,0
1690,0x1000000000018,NewComm,battery 10%,-83.26988,51.831802,8,54,103,0
1691,0x1000000000013,MyCellular,battery 5%,-83.00808,51.909878,7,53,101,0
1692,0x100000000001f,MyCellular,device error,-83.609795,51.966053,4,51,106,0
1693,0x1000000000019,MyCellular,battery 5%,-83.49557,51.720444,5,50,103,0
1694,0x1000000000024,NewComm,battery 5%,-82.96932,51.785805,6,53,103,0
1695,0x1000000000013,MyCellular,battery 5%,-82.95388,51.64653,9,53,104,0
1696,0x1000000000009,NewComm,battery 10%,-83.17513,52.128456,4,50,104,0
1697,0x1000000000007,MyCellular,device error,-83.17248,51.614655,8,53,105,0
1698,0x1000000000009,NewComm,battery 10%,-83.06553,51.704308,5,54,102,0
1699,0x1000000000018,NewComm,system malfunction,-82.76954,51.96921,7,54,104,0
1700,0x1000000000007,MyCellular,device error,-83.55754,51.60108,3,52,107,0
1701,0x1000000000019,MyCellular,device error,-83.555405,51.68899,6,54,104,1
1702,0x1000000000004,MyCellular,battery 5%,-82.89264,51.831413,5,55,105,1
1703,0x1000000000021,NewComm,system malfunction,-83.60082,51.76126,8,52,106,0
1704,0x1000000000010,MyCellular,system malfunction,-83.545456,51.87608,8,54,102,0
1705,0x100000000001d,TelecomWorld,battery 5%,-83.25847,51.632828,5,50,100,0
1706,0x1000000000013,MyCellular,device error,-83.29814,51.983692,6,52,106,0
1707,0x1000000000009,NewComm,device error,-83.6187,52.284218,3,55,105,0
1708,0x1000000000008,TelecomWorld,device error,-83.027954,51.60198,6,54,104,0
1709,0x1000000000020,TelecomWorld,battery 5%,-83.29116,52.049564,9,51,103,1
1710,0x1000000000001,MyCellular,battery 5%,-83.33827,51.746964,4,51,101,0
1711,0x1000000000008,TelecomWorld,battery 5%,-83.5547,51.73051,10,54,102,0
1712,0x1000000000002,TelecomWorld,battery 5%,-83.198135,51.60524,6,51,104,0
1713,0x1000000000008,TelecomWorld,battery 5%,-83.545364,51.599,2,54,101,0
1714,0x1000000000017,TelecomWorld,battery 5%,-83.05063,52.105354,8,54,104,1
1715,0x1000000000025,MyCellular,device error,-83.46623,51.611546,3,54,104,1
1716,0x100000000000f,NewComm,system malfunction,-83.62701,51.60933,6,54,106,0
1717,0x1000000000015,NewComm,device error,-83.603714,51.726875,3,51,103,0
1718,0x1000000000014,TelecomWorld,system malfunction,-83.58545,51.92063,9,54,100,0
1719,0x1000000000005,TelecomWorld,battery 10%,-83.500534,51.6243,7,54,104,0
1720,0x1000000000003,NewComm,battery 10%,-83.58111,51.83832,8,51,106,0
1721,0x100000000000e,TelecomWorld,battery 5%,-83.60305,51.7646,9,53,106,0
1722,0x1000000000023,TelecomWorld,device error,-83.41,51.87273,5,50,101,0
1723,0x100000000001f,MyCellular,battery 10%,-82.95136,52.076584,8,51,101,0
1724,0x100000000001a,TelecomWorld,battery 10%,-82.99464,51.982533,8,51,107,0
1725,0x100000000001a,TelecomWorld,system malfunction,-83.41718,51.624763,8,53,104,0
1726,0x100000000000e,TelecomWorld,battery 5%,-83.56053,51.60134,9,52,100,0
1727,0x100000000001a,TelecomWorld,device error,-83.61267,52.143288,6,53,104,1
1728,0x1000000000024,NewComm,battery 10%,-83.45471,51.918495,3,53,107,0
1729,0x1000000000005,TelecomWorld,battery 5%,-83.61745,51.713707,7,54,100,0
1730,0x1000000000021,NewComm,battery 5%,-83.59981,51.82356,4,55,100,0
1731,0x100000000001f,MyCellular,device error,-83.59542,52.03245,10,51,106,0
1732,0x1000000000001,MyCellular,device error,-82.957,52.027832,6,51,106,1
1733,0x100000000000c,NewComm,battery 5%,-83.61198,51.735878,6,55,102,0
1734,0x100000000001d,TelecomWorld,battery 10%,-83.62523,52.241604,3,52,101,0
1735,0x1000000000002,TelecomWorld,device error,-83.121895,51.70228,10,54,105,0
1736,0x100000000000c,NewComm,battery 10%,-83.20177,51.595444,8,51,101,0
1737,0x1000000000020,TelecomWorld,battery 5%,-83.36367,52.37214,6,50,103,0
1738,0x1000000000004,MyCellular,device error,-83.61876,51.755787,5,53,102,0
1739,0x100000000000b,TelecomWorld,battery 10%,-82.859924,51.63517,3,54,105,0
1740,0x100000000001e,NewComm,system malfunction,-83.36061,52.31987,3,51,105,0
1741,0x1000000000007,MyCellular,battery 10%,-83.52248,51.88835,7,55,104,1
1742,0x1000000000010,MyCellular,battery 5%,-83.48743,51.62756,6,52,104,0
1743,0x1000000000004,MyCellular,device error,-83.54454,51.646645,6,52,104,0
1744,0x1000000000019,MyCellular,battery 5%,-83.45458,51.64218,6,52,104,0
1745,0x1000000000014,TelecomWorld,device error,-83.49253,51.8167,9,52,100,0
1746,0x100000000001a,TelecomWorld,battery 10%,-83.40695,51.835728,3,53,103,0
1747,0x1000000000018,NewComm,system malfunction,-83.3733,51.597183,2,54,102,0
1748,0x1000000000007,MyCellular,battery 5%,-83.62475,51.903732,6,53,106,0
1749,0x100000000001a,TelecomWorld,system malfunction,-83.062775,51.645245,2,54,100,0
1750,0x1000000000015,NewComm,system malfunction,-83.09226,51.722202,4,51,105,0
1751,0x100000000000e,TelecomWorld,system malfunction,-82.935425,51.76212,9,54,104,0
1752,0x1000000000003,NewComm,device error,-83.518074,51.686016,4,54,103,0
1753,0x1000000000017,TelecomWorld,battery 10%,-83.62269,51.68515,1,52,101,0
1754,0x100000000000a,MyCellular,battery 5%,-83.40163,51.929054,4,50,103,0
1755,0x1000000000003,NewComm,battery 5%,-83.180595,51.677765,7,53,101,0
1756,0x100000000001b,NewComm,device error,-83.04169,51.734943,9,51,101,0
1757,0x1000000000004,MyCellular,device error,-83.584885,51.805805,3,54,101,0
1758,0x1000000000009,NewComm,battery 10%,-83.4465,51.59921,4,54,102,0
1759,0x1000000000020,TelecomWorld,battery 5%,-83.14313,51.885723,1,54,102,0
1760,0x100000000000b,TelecomWorld,device error,-83.20739,52.305573,8,54,101,0
1761,0x100000000001d,TelecomWorld,device error,-83.603905,51.700176,3,51,106,0
1762,0x1000000000007,MyCellular,battery 5%,-83.14043,51.878746,7,53,100,0
1763,0x1000000000006,NewComm,device error,-83.61844,51.926617,6,53,103,0
1764,0x1000000000023,TelecomWorld,battery 5%,-83.524666,52.19189,4,55,107,0
1765,0x1000000000012,NewComm,system malfunction,-83.521164,51.723106,4,55,104,0
1766,0x1000000000009,NewComm,system malfunction,-82.7214,51.63639,3,52,106,0
1767,0x1000000000010,MyCellular,battery 5%,-83.45698,51.652637,5,54,101,0
1768,0x100000000001e,NewComm,battery 5%,-83.62944,51.995674,10,53,103,0
1769,0x1000000000006,NewComm,device error,-83.43602,51.83399,8,53,107,0
1770,0x1000000000020,TelecomWorld,battery 10%,-83.43373,51.99522,2,55,104,0
1771,0x100000000000f,NewComm,battery 5%,-83.060455,51.705463,2,55,107,0
1772,0x1000000000009,NewComm,system malfunction,-83.477196,52.199703,8,53,100,0
1773,0x1000000000027,NewComm,battery 5%,-83.55066,51.652725,2,52,102,0
1774,0x1000000000003,NewComm,system malfunction,-83.57804,51.813854,1,53,105,0
1775,0x100000000000d,MyCellular,battery 5%,-82.96712,51.64917,3,55,104,0
1776,0x1000000000024,NewComm,device error,-83.180885,51.716934,5,54,106,1
